test_date,NYC_percentile,Richmond_w_percentile,Queens_w_percentile,Kings_w_percentile,Bronx_w_percentile,New York_w_percentile
2023-05-08,15.636218730595154,8.26336588074376,23.539395987076325,11.34687743178241,11.2,17.599999999999998
2023-05-09,16.968488139701588,9.110560980123958,25.101156691150035,11.774132995700567,13.800000000000002,20.199999999999996
2023-05-10,16.968488139701588,9.110560980123958,25.101156691150035,11.774132995700567,13.800000000000002,20.199999999999996
2023-05-11,16.968488139701588,9.110560980123958,25.101156691150035,11.774132995700567,13.800000000000002,20.199999999999996
2023-05-12,16.968488139701588,9.110560980123958,25.101156691150035,11.774132995700567,13.800000000000002,20.199999999999996
2023-05-13,16.968488139701588,9.110560980123958,25.101156691150035,11.774132995700567,13.800000000000002,20.199999999999996
2023-05-14,15.150141187978827,13.100658622355242,20.148147912849414,11.614392873546796,11.2,18.1
2023-05-15,15.150141187978827,13.100658622355242,20.148147912849414,11.614392873546796,11.2,18.1
2023-05-16,17.652464681029443,16.075902727933443,20.68210230649981,15.053692513310857,13.0,22.0
2023-05-17,17.652464681029443,16.075902727933443,20.68210230649981,15.053692513310857,13.0,22.0
2023-05-18,17.652464681029443,16.075902727933443,20.68210230649981,15.053692513310857,13.0,22.0
2023-05-19,17.652464681029443,16.075902727933443,20.68210230649981,15.053692513310857,13.0,22.0
2023-05-20,17.652464681029443,16.075902727933443,20.68210230649981,15.053692513310857,13.0,22.0
2023-05-21,18.221218343957513,14.454780767685522,21.111613356262122,15.829154989797512,16.2,21.6
2023-05-22,18.221218343957513,14.454780767685522,21.111613356262122,15.829154989797512,16.2,21.6
2023-05-23,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-24,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-25,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-26,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-27,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-28,20.992435389966293,16.875902727933447,23.230273032631175,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-29,21.062345628227103,16.875902727933447,23.475249562384455,20.36008824555537,15.399999999999999,23.400000000000002
2023-05-30,24.381323499780724,23.34942082763415,25.550982631584265,25.794042458769912,17.25,23.375
2023-05-31,24.381323499780724,23.34942082763415,25.550982631584265,25.794042458769912,17.25,23.375
2023-06-01,24.381323499780724,23.34942082763415,25.550982631584265,25.794042458769912,17.25,23.375
2023-06-02,24.381323499780724,23.34942082763415,25.550982631584265,25.794042458769912,17.25,23.375
2023-06-03,24.381323499780724,23.34942082763415,25.550982631584265,25.794042458769912,17.25,23.375
2023-06-04,20.05572114512317,22.051158344731697,20.529074059902673,22.254856231729818,16.5,15.125
2023-06-05,20.05572114512317,22.051158344731697,20.529074059902673,22.254856231729818,16.5,15.125
2023-06-06,18.625199928743303,23.563536291942597,16.77468948187379,22.643989815803106,15.0,12.25
2023-06-07,18.625199928743303,23.563536291942597,16.77468948187379,22.643989815803106,15.0,12.25
2023-06-08,18.625199928743303,23.563536291942597,16.77468948187379,22.643989815803106,15.0,12.25
2023-06-09,18.625199928743303,23.563536291942597,16.77468948187379,22.643989815803106,15.0,12.25
2023-06-10,18.625199928743303,23.563536291942597,16.77468948187379,22.643989815803106,15.0,12.25
2023-06-11,17.455034214340643,23.344481159969845,13.580489975391496,21.543530522740692,23.5,8.5
2023-06-12,17.455034214340643,23.344481159969845,13.580489975391496,21.543530522740692,23.5,8.5
2023-06-13,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-14,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-15,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-16,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-17,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-18,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-19,17.559872424687725,26.82212140500084,11.673975002611012,22.3804200601624,22.2,9.9
2023-06-20,18.07435999796174,29.811889736054496,13.196723646929328,22.40710923337968,18.25,11.5
2023-06-21,18.07435999796174,29.811889736054496,13.196723646929328,22.40710923337968,18.25,11.5
2023-06-22,18.07435999796174,29.811889736054496,13.196723646929328,22.40710923337968,18.25,11.5
2023-06-23,18.07435999796174,29.811889736054496,13.196723646929328,22.40710923337968,18.25,11.5
2023-06-24,18.07435999796174,29.811889736054496,13.196723646929328,22.40710923337968,18.25,11.5
2023-06-25,17.8316929962549,28.285487285744594,14.934148547193413,21.84105430179828,15.5,10.5
2023-06-26,17.8316929962549,28.285487285744594,14.934148547193413,21.84105430179828,15.5,10.5
2023-06-27,18.983355970749592,29.319725265548048,16.11878404244618,22.646096138376983,8.25,17.375
2023-06-28,18.983355970749592,29.319725265548048,16.11878404244618,22.646096138376983,8.25,17.375
2023-06-29,18.983355970749592,29.319725265548048,16.11878404244618,22.646096138376983,8.25,17.375
2023-06-30,18.983355970749592,29.319725265548048,16.11878404244618,22.646096138376983,8.25,17.375
2023-07-01,18.983355970749592,29.319725265548048,16.11878404244618,22.646096138376983,8.25,17.375
2023-07-02,19.27777139867642,22.313536291942597,18.902601484210948,21.92945445598299,10.5,17.375
2023-07-03,19.27777139867642,22.313536291942597,18.902601484210948,21.92945445598299,10.5,17.375
2023-07-04,20.410333842028514,26.06204863603328,20.097406457121377,21.566035537712274,13.0,20.300000000000004
2023-07-05,20.410333842028514,26.06204863603328,20.097406457121377,21.566035537712274,13.0,20.300000000000004
2023-07-06,20.410333842028514,26.06204863603328,20.097406457121377,21.566035537712274,13.0,20.300000000000004
2023-07-07,20.410333842028514,26.06204863603328,20.097406457121377,21.566035537712274,13.0,20.300000000000004
2023-07-08,20.410333842028514,26.06204863603328,20.097406457121377,21.566035537712274,13.0,20.300000000000004
2023-07-09,21.265602174730272,23.099341377644755,20.454661971173444,20.66664899823074,20.2,24.1
2023-07-10,21.265602174730272,23.099341377644755,20.454661971173444,20.66664899823074,20.2,24.1
2023-07-11,25.388498745796948,28.340268053430123,22.96962589586651,25.10870436186061,28.200000000000003,27.599999999999998
2023-07-12,25.388498745796948,28.340268053430123,22.96962589586651,25.10870436186061,28.200000000000003,27.599999999999998
2023-07-13,25.388498745796948,28.340268053430123,22.96962589586651,25.10870436186061,28.200000000000003,27.599999999999998
2023-07-14,25.388498745796948,28.340268053430123,22.96962589586651,25.10870436186061,28.200000000000003,27.599999999999998
2023-07-15,25.388498745796948,28.340268053430123,22.96962589586651,25.10870436186061,28.200000000000003,27.599999999999998
2023-07-16,28.28328485139998,27.7191460931822,27.26627345039338,28.007026930216238,35.8,26.599999999999998
2023-07-17,28.28328485139998,27.7191460931822,27.26627345039338,28.007026930216238,35.8,26.599999999999998
2023-07-18,31.723673115251394,30.623438649711318,33.537330759379074,29.636358121251707,42.0,28.1
2023-07-19,31.723673115251394,30.623438649711318,33.537330759379074,29.636358121251707,42.0,28.1
2023-07-20,31.723673115251394,30.623438649711318,33.537330759379074,29.636358121251707,42.0,28.1
2023-07-21,31.723673115251394,30.623438649711318,33.537330759379074,29.636358121251707,42.0,28.1
2023-07-22,31.723673115251394,30.623438649711318,33.537330759379074,29.636358121251707,42.0,28.1
2023-07-23,34.32773653261442,30.348853166488354,35.56036505101464,33.01282756055149,46.0,30.099999999999998
2023-07-24,34.32773653261442,30.348853166488354,35.56036505101464,33.01282756055149,46.0,30.099999999999998
2023-07-25,38.627720970964546,30.927731206240438,39.31471846533031,38.96656227795831,49.599999999999994,33.1
2023-07-26,38.627720970964546,30.927731206240438,39.31471846533031,38.96656227795831,49.599999999999994,33.1
2023-07-27,38.627720970964546,30.927731206240438,39.31471846533031,38.96656227795831,49.599999999999994,33.1
